location ,sqft_area,price,bathrooms,rooms
"Chipiyana, Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",605,25,2 Baths,2 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",900,32.5,2 Baths,2 BHK
Lal Kuan,905,34.28,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1150,55,2 Baths,3 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",550,21.15,1 Bath,2 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",660,22.97,1 Bath,2 BHK
"Chipiyana ,near Lal Kuan, Ghaziabad",950,33.4,2 Baths,3 BHK
"Rajpuram , chipyana ",626,24.55,1 Bath,2 BHK
"Ghaziabad, Ghaziabad District",1000,65,2 Baths,3 BHK
Lal Kuan Ghaziabad - Facing East,542,22,1 Bath,1 BHK
"Lal Kuan, Lal Kuan, Ghaziabad, Ghaziabad District, Ghaziabad District",718,27.28,2 Baths,2 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",632,23.77,1 Bath,1 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",770,31.5,1 Bath,2 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",800,31.21,2 Baths,2 BHK
Raj Compound Lal Kuan Ghaziabad,728,36.49,2 Baths,2 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",605,23.55,1 Bath,2 BHK
Crossing Republik,970,51,1 Bath,1 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",2000,170,4 Baths,4 BHK
"Lal Kuan, Lal Kuan, Ghaziabad, Ghaziabad District, Ghaziabad District",600,25.5,1 Bath,1 BHK
"Lal Kuan, Lal Kuan, Ghaziabad, Ghaziabad District, Ghaziabad District",650,23.5,2 Baths,2 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",650,25.8,2 Baths,2 BHK
Indirapuram,1600,65,4 Baths,3 BHK
Gyan Khand,1700,96.59,3 Baths,3 BHK
Shakti Khand ,850,35.51,2 Baths,2 BHK
Niti khand,2400,175,4 Baths,4 BHK
Indirapuram,1250,51.9,3 Baths,3 BHK
Vasundhara Sector 9,1400,79,2 Baths,3 BHK
Shakti khand 4,1204,68,3 Baths,3 BHK
Shakti Khand ,1204,70,3 Baths,3 BHK
Gyan Khand 2,900,47,2 Baths,2 BHK
Niti khand,1900,135,4 Baths,4 BHK
"Indirapuram, Ghaziabad - Facing East",1204,70.1,3 Baths,3 BHK
Gyan Khand 1,1000,57,2 Baths,2 BHK
Shakti Khand 3,2400,200,3 Baths,4 BHK
Gyan Khand 1,1300,59,2 Baths,2 BHK
Shakti Khand 3,968,57,3 Baths,3 BHK
NH 91,1204,58.9,3 Baths,3 BHK
Gyan Khand 2,1610,112,3 Baths,3 BHK
Duhai ,1050,40,2 Baths,2 BHK
Gyan Khand,1010,37,2 Baths,2 BHK
Niti khand,1900,110,3 Baths,4 BHK
NH 91,2496,196,4 Baths,4 BHK
Shakti khand 4,1250,63,3 Baths,3 BHK
Indirapuram,1122,47.65,2 Baths,2 BHK
Shakti Khand 3,936,30,2 Baths,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",3600,250,5 Baths,5 BHK
Gyan Khand,3600,240,9 Baths,9 BHK
Shakti Khand 2,1322,55,2 Baths,3 BHK
Crossing Republik,880,45.95,1 Bath,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",2200,176,4 Baths,4 BHK
Raj Nagar extension,8500,585,3 Baths,3 BHK
Crossing Republik,1490,50.75,1 Bath,1 BHK
Crossing Republik,965,51.1,2 Baths,2 BHK
"Shiv Aadarsh Colony, Ghaziabad",1450,51.4,3 Baths,3 BHK
Crossing Republik,900,48,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1200,70,3 Baths,3 BHK
Raj Nagar extension,2808,140,4 Baths,6 BHK
Raj Nagar extension,8050,585,2 Baths,3 BHK
Shakti Khand,1300,85,2 Baths,3 BHK
Niti khand 2,1300,80,2 Baths,3 BHK
 Vaishali Sector 4 ,1000,57,2 Baths,2 BHK
Shakti Khand 3,2450,150,4 Baths,4 BHK
Vasundhara Sector 5,1350,73,2 Baths,3 BHK
Vasundhara sector 3,1800,90,3 Baths,3 BHK
 Mahagunpuram,650,25.5,1 Bath,1 BHK
Crossing Republik,1100,57,1 Bath,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",3240,225,4 Baths,5 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1400,90,3 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",700,33,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1400,68,3 Baths,3 BHK
"Vaishali, Vaishali, Ghaziabad, Ghaziabad District, Ghaziabad District",485,20,1 Bath,1 BHK
"Rajendra Nagar, Rajendra Nagar, Ghaziabad, Ghaziabad District, Ghaziabad District",1700,88,3 Baths,4 BHK
Raj Nagar extension,2700,150,4 Baths,4 BHK
"Rajendra Nagar, Rajendra Nagar, Ghaziabad, Ghaziabad District, Ghaziabad District",1000,91,3 Baths,4 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",850,27.5,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1500,57,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",510,25,1 Bath,1 BHK
"Rajendra Nagar, Rajendra Nagar, Ghaziabad, Ghaziabad District, Ghaziabad District",1950,90,3 Baths,4 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",680,25.8,2 Baths,2 BHK
"Chipiyana Buzurg, Chipiyana Buzurg, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",600,20.97,2 Baths,2 BHK
"Lal Kuan, Lal Kuan, Ghaziabad, Ghaziabad District, Ghaziabad District",550,18.5,1 Bath,1 BHK
Vasundhara Sector 9,1054,72,3 Baths,3 BHK
NH 24,1600,44.9,2 Baths,9 BHK
Niti khand,1600,98,3 Baths,3 BHK
Niti khand,1400,75,2 Baths,3 BHK
Vasundhara sector 13,950,37,2 Baths,2 BHK
 Vasundhara Sector 12 ,1450,77,2 Baths,3 BHK
Shakti Khand,1060,39.4,2 Baths,2 BHK
Niti khand,1500,70,3 Baths,3 BHK
Shakti Khand ,956,45.3,2 Baths,2 BHK
Niti khand,1400,75.6,2 Baths,3 BHK
Shakti Khand,1200,72,2 Baths,3 BHK
Gyan khand,1055,46.5,2 Baths,2 BHK
Shakti Khand,1400,65,2 Baths,3 BHK
Vasundhara ,1743,60,2 Baths,3 BHK
Vasundhara ,1200,54.6,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1100,78,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",4600,320,6 Baths,5 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",950,50,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1300,56,3 Baths,3 BHK
Shakti Khand 2,1700,112,3 Baths,4 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",2000,135,4 Baths,4 BHK
"Rajendra Nagar, Rajendra Nagar, Ghaziabad, Ghaziabad District, Ghaziabad District",1800,164,3 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1050,43,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1300,74,3 Baths,3 BHK
pandav nagar,1000,32,1 Bath,2 BHK
Sahibabad,1100,60,2 Baths,6 BHK
Shakti Khand,1150,52,2 Baths,3 BHK
Shastri Nagar,1640,78,3 Baths,3 BHK
Vasundhara Sector 14,3000,265,5 Baths,5 BHK
"Friends Society Sector-12, Vasundhara, Ghaziabad",1600,135,3 Baths,4 BHK
Vasundhara sector 1,1280,44.2,2 Baths,3 BHK
Vasundhara Sector 5,1300,54.4,2 Baths,3 BHK
Prerna Apartment Near Motherdairy Gandhi Nagar Ghaziabad,1030,45,2 Baths,2 BHK
Vasundhara,1350,64,2 Baths,3 BHK
 Wave City ,1270,46,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1300,68,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",650,24,2 Baths,1 BHK
"Vaishali, Vaishali, Ghaziabad, Ghaziabad District, Ghaziabad District",2700,130,3 Baths,4 BHK
Raj Nagar extension,2875,186,4 Baths,4 BHK
Gyan Khand 4 ,2000,120,3 Baths,4 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",500,18.5,1 Bath,1 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,85,3 Baths,3 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",600,19.8,1 Bath,2 BHK
"Lal Kuan, Lal Kuan, Ghaziabad, Ghaziabad District, Ghaziabad District",700,26.5,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1800,65,3 Baths,3 BHK
Raj Nagar extension,2875,180,4 Baths,4 BHK
Raj Nagar extension,1890,67,3 Baths,3 BHK
Vasundhara Sector 1 ,967,42.2,2 Baths,2 BHK
Shakti Khand 3,600,23,1 Bath,1 BHK
Vasundhara sector 2b,1850,75.25,3 Baths,4 BHK
Vasundhara,990,33.5,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1750,110,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1900,95,3 Baths,4 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1150,60,2 Baths,2 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",504,19.55,1 Bath,1 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1400,120,3 Baths,3 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",477,18.55,1 Bath,1 BHK
Shalimar garden,1800,99.5,3 Baths,4 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1380,72,2 Baths,3 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",504,19.65,1 Bath,1 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",504,19.85,1 Bath,1 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,78,3 Baths,3 BHK
Shastri Nagar,800,30,2 Baths,2 BHK
NH 24,1600,43.89,2 Baths,9 BHK
Vasundhara Sector 5,1450,60.5,2 Baths,3 BHK
NH 24,1375,39,2 Baths,3 BHK
NH 91,990,36.3,3 Baths,3 BHK
vaishali sector 5,1000,34,2 Baths,2 BHK
Niti khand,1700,94.5,3 Baths,4 BHK
Shakti Khand,900,35.11,2 Baths,2 BHK
Vaishali Sector 6,900,55,2 Baths,2 BHK
Indirapuram,950,51.2,2 Baths,2 BHK
"Ahinsha Khand, Indirapuram, Ghaziabad",910,54,2 Baths,2 BHK
Indirapuram,900,34.75,2 Baths,2 BHK
Shakti Khand,900,35,2 Baths,2 BHK
 Ahinsa Khand-2,1056,51,2 Baths,2 BHK
Gyan khand,1400,107,2 Baths,3 BHK
Shakti Khand ,1380,51.65,2 Baths,3 BHK
Shakti Khand 3,950,36,2 Baths,2 BHK
Niti khand,1400,64.5,2 Baths,3 BHK
Vasundhara Sector 3,950,38.51,1 Bath,2 BHK
Indirapuram,2400,199,4 Baths,4 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1675,99,3 Baths,4 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1000,200,3 Baths,3 BHK
Niti khand,1600,108,3 Baths,3 BHK
Gyan Khand,1400,66.75,2 Baths,3 BHK
Shakti Khand 3,600,21,1 Bath,1 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",950,52,2 Baths,2 BHK
Shakti Khand,1450,65.73,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",950,50,2 Baths,2 BHK
Shakti Khand 3,600,23,1 Bath,1 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1425,74,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1725,105,2 Baths,3 BHK
Shakti Khand ,3800,285,5 Baths,5 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,55,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1050,51,2 Baths,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1525,73,2 Baths,3 BHK
Gyan Khand ,1650,90.25,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1750,90,2 Baths,4 BHK
vaishali sector 5,2200,195,3 Baths,4 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1425,80,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",500,25,2 Baths,1 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1350,60,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1875,85,3 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1100,65,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1225,70,2 Baths,3 BHK
Niti khand,3850,290,5 Baths,5 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",2025,135,3 Baths,4 BHK
"Vaishali Sec 4, Ghaziabad - Garden",1400,85.5,2 Baths,3 BHK
Gyan Khand 2 ,600,26,2 Baths,1 BHK
Vasundhara Sector 10,1600,92,3 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1625,95,3 Baths,4 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1750,75,3 Baths,4 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",950,38,2 Baths,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,70,2 Baths,3 BHK
Nh91 Highway Near Lal Kuan Ghaziabad,504,19.49,1 Bath,1 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",750,36,2 Baths,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",800,56,2 Baths,3 BHK
Vaishali sector 6,850,24,2 Baths,2 BHK
Niti khand,535,100,3 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,54,3 Baths,3 BHK
Naya Ganj,600,25,1 Bath,1 BHK
"Vaishali, Vaishali, Ghaziabad, Ghaziabad District, Ghaziabad District",3600,275,9 Baths,8 BHK
Gyan khand,1100,50,1 Bath,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1200,58,1 Bath,2 BHK
 Wave City ,990,33,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",600,26,1 Bath,1 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",675,27,1 Bath,1 BHK
"Lal Kuan, Lal Kuan, Ghaziabad, Ghaziabad District, Ghaziabad District",500,25,1 Bath,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,55,3 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",950,43.5,2 Baths,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1300,62,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",600,25,1 Bath,1 BHK
 Wave City ,950,35,2 Baths,2 BHK
Vaishali sector 1,1450,72,2 Baths,3 BHK
Raj Nagar extension,2700,150,3 Baths,4 BHK
Shakti Khand 3,600,22,1 Bath,1 BHK
Shakti Khand 3,600,24,1 Bath,1 BHK
Shakti Khand 3,900,50,2 Baths,2 BHK
Shakti Khand 3,600,22,1 Bath,1 BHK
Shakti Khand 3,900,47,2 Baths,2 BHK
Shakti Khand 3,600,23,1 Bath,1 BHK
Shakti Khand 3,1300,79,3 Baths,3 BHK
Vaishali sector 1,1400,88,2 Baths,3 BHK
Shakti Khand 3,600,22.5,1 Bath,1 BHK
Shakti Khand 3,1300,78,3 Baths,3 BHK
Vasundhara sector 13,1500,56.9,2 Baths,3 BHK
Shakti Khand,1500,79.5,3 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1430,68,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1400,68,2 Baths,3 BHK
Vaishali Sector 2 ,1390,67.58,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",2800,250,4 Baths,4 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",900,32.4,2 Baths,2 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",900,31.9,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",780,35,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",900,45,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",850,24.5,2 Baths,2 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,50,2 Baths,3 BHK
"Indirapuram, Indirapuram, Ghaziabad, Ghaziabad District, Ghaziabad District",1630,82,2 Baths,3 BHK
Vaishali Sector 3,1700,125,3 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",750,38,2 Baths,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1050,53,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",850,37.5,2 Baths,2 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1200,55,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1350,75,2 Baths,3 BHK
"Vasundhara, Vasundhara, Ghaziabad, Ghaziabad District, Ghaziabad District",1250,68,2 Baths,3 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",477,18.5,1 Bath,1 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",477,18.4,1 Bath,1 BHK
"Chhapraula, Chhapraula, Ghaziabad, Gautam Buddh Nagar District, Gautam Buddh Nagar District",504,19.75,1 Bath,1 BHK
